name,artistID,weight
Dead Kennedys,3444,8427
Talking Heads,612,8415
Bear McCreary,6390,8395
Eisley,1389,8387
Die Toten Hosen,4156,8387
No Angels,334,8372
Born of Osiris,2586,8350
Rosa Tattooada,10993,8348
The Fall of Troy,2574,8345
The Sounds,5926,8324
Marcelo Adnet,15927,8320
Nujabes,6046,8317
Loreena McKennitt,7157,8317
Erykah Badu,266,8316
Scars on Broadway,2836,8313
Jorge & Mateus,3378,8310
Daddy Yankee,1433,8299
Jet,3400,8289
Guano Apes,1797,8268
Elliot Minor,15218,8267
The Stone Roses,2606,8255
Diorama,3191,8248
Reba McEntire,1489,8247
Tycho,2676,8245
Isis,769,8236
Supertramp,3308,8235
In This Moment,2062,8231
Claudia Leitte,2984,8219
Cinema Bizarre,3367,8214
Mushroomhead,8347,8192
Delain,5459,8180
The Rakes,443,8167
Cássia Eller,1775,8161
Brandon Flowers,2130,8147
Shinedown,1905,8140
Nevermore,943,8140
Dirty Pretty Things,2131,8138
Lacrimosa,522,8135
Cueio Limão,4823,8135
Gyurcsány Feree és a Mardel,18123,8131
Savage Garden,463,8120
Jónsi & Alex,8027,8093
Kult,1981,8091
Jay Vaquer,3074,8082
Thousand Foot Krutch,1859,8077
Alexz Johnson,1059,8070
Ленинград,201,8066
Copeland,2425,8056
My Morning Jacket,7147,8053
The Living End,6391,8019
Super Junior,393,8019
Diary of Dreams,2,8012
Nouvelle Vague,2616,8011
Philip Glass,1708,8010
Phillip Boa & The Voodooclub,12820,8006
The Raconteurs,1977,7994
Wire,1888,7993
Miss May I,2192,7981
No Age,8705,7979
No Use for a Name,4822,7973
High School Musical,2801,7958
Woods,3260,7949
Before Their Eyes,2618,7945
Amanda Jenssen,7655,7943
Gabriella Cilmi,4707,7939
Deathstars,3244,7938
Skye Sweetnam,1590,7936
Bidê ou Balde,2660,7932
Darkest Hour,804,7929
Dixie Chicks,892,7922
Tokyo Police Club,419,7901
Vanessa Paradis,8283,7893
Art of Noise,1836,7887
Frédéric Chopin,1112,7878
Institute,9261,7875
Elvis Costello,2629,7870
Groove Armada,80,7853
Vivian Girls,4736,7851
Book of Love,6776,7844
Fort Minor,491,7834
Gossip,539,7833
Ducktails,12046,7832
Carter Burwell,912,7827
Moving Mountains,9666,7819
Jack Off Jill,3558,7811
Kalomoira,638,7804
Дельфин,2747,7797
Immediate Music,2045,7796
Soap&Skin,4044,7793
Blackmore's Night,380,7788
RuPaul,6428,7775
Lesiëm,8854,7768
Crystal Stilts,13039,7763
Empire of the Sun,7324,7745
Leonard Cohen,1150,7717
Five Finger Death Punch,834,7699
D-Bo,10871,7666
Peter Gabriel,2469,7664
Streetlight Manifesto,4208,7663
Flogging Molly,7260,7655
Dead by Sunrise,2978,7649
Missy Higgins,899,7646
Pato Fu,1768,7624
mewithoutYou,8459,7620
Above & Beyond,1306,7613
Nicholas Hooper,4918,7611
The Hush Sound,5437,7608
Jonathan Larson,1782,7594
Mike Oldfield,4123,7592
Aesop Rock,4779,7571
Hilary Chow,12356,7566
Manchester Orchestra,6463,7564
Ashbury Heights,3183,7561
Doda,4565,7554
Simian Mobile Disco,1405,7553
José González,606,7548
The Trash Can Sinatras,7661,7546
Danny,3570,7543
D'espairsRay,2100,7538
The Cribs,427,7522
Kalmah,4971,7514
Staind,4179,7506
Sabertooth Zombie,17935,7500
Pig Destroyer,18205,7494
Atmosphere,1614,7494
Moderat,7079,7491
Ray LaMontagne,3617,7488
Angelo Badalamenti,3886,7474
Los Campesinos!,1163,7471
Demon Hunter,4170,7464
Tricky,4316,7461
Blue Öyster Cult,2013,7456
Final Fantasy,2398,7437
Exodus,1364,7434
Bryan Ferry,3920,7431
Hillsong,11217,7425
"You, Me, and Everyone We Know",12384,7423
Gretchen Wilson,3765,7411
They Might Be Giants,1901,7406
Ministry,864,7400
Dinosaur Jr.,4092,7383
Paolo Nutini,1511,7382
B2ST,388,7379
The Brian Jonestown Massacre,4058,7377
Four Tet,1965,7362
Backyard Babies,2372,7349
Emma Bunton,2024,7343
Ghostlimb,17936,7342
Silversun Pickups,4074,7331
This Mortal Coil,3893,7326
The Drums,2533,7322
Slowdive,3884,7314
Boston,2463,7251
Overkill,1257,7246
Owen,6906,7245
티아라,2089,7238
The Flaming Lips,1958,7237
ABC,100,7218
The Jam,4129,7215
Luan Santana,4474,7214
The-Dream,4696,7209
Marduk,1260,7207
Of Mice & Men,2204,7198
James,6728,7191
Ludov,8707,7184
Cachorro Grande,4793,7175
Puddle of Mudd,3946,7175
Kudai,3187,7170
Nik Kershaw,91,7163
Kool Savas,9681,7152
Framing Hanley,3082,7151
Nasum,11936,7147
ZZ Top,2901,7144
Cool Kids of Death,1978,7121
William Fitzsimmons,8264,7115
Cold,496,7112
she,8390,7110
蔡依林,5574,7097
Against Me!,3737,7095
Emilie Simon,1781,7088
iamamiwhoami,1688,7080
Omnia,7414,7079
Aretha Franklin,575,7064
311,3732,7059
Sandy e Junior,3332,7056
Front 242,3289,7054
Hinder,2941,7042
Atari Teenage Riot,14840,7019
Santigold,1486,7016
Walls of Jericho,4346,7002
Edwyn Collins,9629,6999
I Set My Friends On Fire,5067,6987
Jónsi,454,6986
Sabaton,1347,6980
Halou,5197,6967
"Sqad Up, Lil Wayne",18124,6962
Gene Vincent,5382,6953
Gavin DeGraw,3749,6945
2PM,369,6937
Justin Nozuka,8155,6932
Late of the Pier,2587,6928
Stars of the Lid,6151,6925
The Cramps,3430,6920
Rouge,4350,6920
Morbid Angel,1521,6908
Bee Gees,2031,6894
Velvet Acid Christ,1277,6891
Bondage Fairies,2702,6887
Agnetha Fältskog,1465,6886
Orbital,1156,6885
Dropkick Murphys,5306,6883
happysad,521,6881
OK Go,2121,6877
Hadise,652,6877
Christina Milian,1596,6870
Crossfade,408,6867
Julieta Venegas,4260,6855
The Gaslight Anthem,4196,6846
Jerry Lee Lewis,8309,6834
Yelle,980,6833
Team Sleep,4994,6829
Thin Lizzy,2853,6829
The Beatmasters,17792,6823
Lee Ryan,3320,6798
LeAnn Rimes,5767,6798
Andrés Calamaro,5235,6788
Dominik Eulberg,14750,6786
Blood on the Dance Floor,6448,6765
Craig Armstrong,1729,6764
Ritual,3025,6756
Animal ДжаZ,6439,6749
Marco Masini,5614,6740
Alejandro Sanz,5249,6730
Vanguart,3747,6727
Idina Menzel,3760,6722
Comeback Kid,3032,6713
Antônio Carlos Jobim,6137,6712
Europe,4180,6709
Billie Holiday,2419,6706
Tin Tin Out,17793,6704
The Temper Trap,2610,6700
The Dandy Warhols,4069,6699
Die Happy,9233,6684
Crowded House,905,6673
Fatboy Slim,1397,6656
Throbbing Gristle,2470,6645
Rita Lee,1771,6644
Yngwie Malmsteen,956,6634
Lenine,5441,6630
Black Flag,3354,6622
Sugarplum Fairy,12168,6620
Captain Beefheart & His Magic Band,2475,6619
The Bloody Beetroots,2818,6617
Zeromancer,7078,6615
Alien Sex Fiend,3431,6612
Adema,2956,6600
Ryan Cabrera,3375,6595
The Power Station,2556,6590
Au4,9667,6574
Mr Hudson,5678,6569
Brooks & Dunn,2449,6564
We Are Scientists,2600,6563
Vitamin C,13735,6561
Paulina Rubio,787,6559
Assemblage 23,1303,6556
The Pierces,696,6545
Elbow,5890,6537
Propagandhi,5636,6526
House vs. Hurricane,5961,6524
Christian Death,3432,6521
GACKT,390,6520
The Jesus and Mary Chain,3279,6517
Wavves,10615,6513
Mustafa Sandal,9734,6507
Cine,1659,6496
Max Richter,103,6495
The Appleseed Cast,2573,6483
CRASHDÏET,2790,6481
Kevin Devine,11412,6475
Bonde do Rolê,5934,6467
Dokken,2973,6465
Emilíana Torrini,981,6443
Kent,1094,6438
Our Lady Peace,4432,6428
Mos Def,271,6426
Alan Jackson,2468,6423
Hawthorne Heights,1194,6422
Terror,4504,6420
XTC,1881,6417
Guster,3105,6413
Santana,975,6391
Millionaires,6543,6372
Diana Vickers,3319,6370
Architects,2429,6365
Handshakes And Highfives,5962,6359
Кино,3053,6357
Strike,4850,6345
Subheim,5698,6345
Lorraine,14631,6342
Eric Saade,669,6337
Jedi Mind Tricks,1636,6326
The Locust,9452,6317
Mallu Magalhães,3205,6317
Hasan Tayyar,13981,6303
Jermaine Jackson,4348,6302
Robin Thicke,6389,6298
Iggy Pop,1103,6293
Archive,1790,6292
Godspeed You! Black Emperor,6048,6290
Coma,3238,6283
The Pipettes,4810,6282
Marc Lavoine,7241,6280
Vive la Fête,3186,6258
A*Teens,794,6258
Joe Satriani,1132,6255
Culture Club,2552,6246
Everclear,6452,6244
New Model Army,871,6242
Robi Draco Rosa,5247,6242
Alan,2088,6235
Tracy Chapman,885,6226
Marya Roxx,15529,6220
This Will Destroy You,6759,6212
Mae,6602,6210
Howlin' Wolf,565,6204
Insite,10900,6200
Grade 8,4496,6193
Ani DiFranco,1718,6193
Emmure,831,6192
Hubert Kah,1064,6190
Seal,3104,6187
Dusty Springfield,4495,6187
Reação em Cadeia,2655,6185
Cannibal Corpse,1281,6185
We Came As Romans,2621,6180
Times New Viking,11463,6178
Ария,1913,6177
The Dead Weather,2821,6171
Faith Hill,2454,6167
Parque En El Espacio,10527,6166
Pennywise,4218,6160
Steve Appleton,10185,6148
Whitechapel,825,6145
+44,3398,6127
Yellow Magic Orchestra,1893,6126
Dolphin,3827,6125
Fresh Cherries From Yakima,13040,6110
"Woe, Is Me",4168,6097
Mr. Bungle,2493,6096
Betty Boo,17794,6085
Electrocute,10685,6081
Deerhoof,2281,6067
Zebrahead,5310,6067
Robert Johnson,5660,6062
A Tribe Called Quest,619,6055
Blood Stain Child,3543,6052
Beeshop,6132,6052
Alcazar,3948,6049
The Hellacopters,2364,6048
Mudvayne,7639,6048
Meshuggah,2151,6046
Carnifex,1557,6043
Paul Weller,7525,6037
12 Stones,3928,6034
Matt & Kim,1481,6031
Сплин,1786,6031
Agnes,3491,6029
Tactical Sekt,1270,6022
Aaron Carter,457,6007
Bomb the Bass,7442,6006
Zombina and the Skeletones,7678,5989
Foetus,2472,5988
The Yardbirds,4251,5986
Julian Casablancas,2134,5985
中島美嘉,379,5981
Muddy Waters,580,5980
Carla Bruni,1767,5975
Raekwon,1952,5970
Twisted Sister,2341,5969
The Tea Party,4365,5967
Maysa,2184,5965
Bathory,3509,5963
Diante do Trono,5425,5955
Bone Thugs-N-Harmony,2222,5952
Tarkan,3503,5949
Gov't Mule,3620,5947
Mark Lanegan,6730,5945
The Cooper Temple Clause,8659,5938
Architecture in Helsinki,1159,5937
Hypocrisy,2970,5933
Bombay Bicycle Club,3030,5926
The Monkees,7935,5922
Sarah Connor,354,5921
The Game,1641,5920
Scott Walker,1837,5919
Colony 5,1297,5909
Gnarls Barkley,1941,5905
雅-MIYAVI-,397,5901
HIGH and MIGHTY COLOR,1919,5894
Farben Lehre,10897,5891
I Killed the Prom Queen,832,5874
Julianne Hough,3598,5860
The Adicts,3456,5855
Basement Jaxx,5045,5854
Trading Yesterday,6006,5848
Violins,11177,5839
Visage,1895,5834
Deep Forest,151,5831
Public Enemy,2698,5831
Toro y Moi,7665,5812
Best Coast,2541,5812
mind.in.a.box,1292,5800
いきものがかり,2000,5798
Greeley Estates,6016,5790
Ray Charles,572,5790
Maria Bethânia,270,5787
Marek Grechuta,7426,5784
Red Flag,1067,5779
Strike Anywhere,5638,5775
The 69 Eyes,1914,5768
Jeremy Camp,4750,5767
I Blame Coco,7660,5753
Camille,1135,5750
Edyta Górniak,3500,5749
Tiziano Ferro,1432,5744
Yezda Urfa,13982,5732
Bell X1,3612,5719
KoЯn,4105,5713
Devin Townsend Project,2962,5712
NLT,4557,5709
Chakuza,9679,5701
Tequila Baby,1654,5699
HorrorPops,3328,5690
Eluvium,6159,5687
Sissel,2079,5687
Alestorm,1348,5685
After Forever,3425,5676
Mansun,8656,5666
The Black Crowes,1813,5657
Belanova,3193,5652
Eve,1595,5650
Stacie Orrico,2019,5636
B.B. King,7056,5630
Ghostface Killah,2921,5630
Dean Geyer,6865,5615
The Surf Coasters,17795,5601
Paul Kalkbrenner,2824,5593
Craig David,474,5585
Annie,3288,5583
Ewa Farna,1057,5576
Joan Baez,9699,5576
Nuclear Assault,1337,5575
Elis Regina,5745,5571
Timbaland & Magoo,6377,5571
Zoé,971,5570
Pyranja,9678,5565
Kyuss,881,5559
平沢進,1148,5553
Paul Anka,10621,5544
Stevie Ray Vaughan,2842,5530
The Lightning Seeds,13558,5529
Journey,945,5527
The Matches,11055,5515
Mike Patton,2491,5513
Kyte,4174,5512
All Shall Perish,839,5498
Morphine,4051,5498
Milburn,2133,5494
Prefab Sprout,62,5491
Real Estate,10108,5489
Ctrl-Alt-Delete,9668,5489
Caetano Veloso,1764,5487
ギルガメッシュ,1923,5482
The Wombats,1517,5480
Sinéad O'Connor,7533,5470
Luis Miguel,3063,5468
Kajagoogoo,2559,5468
Ol' Dirty Bastard,3355,5462
菅野よう子,1146,5460
Annie Lennox,900,5448
Chelsea Grin,5126,5445
Dysphoria,4498,5444
Christian Chávez,1429,5442
Secret Garden,8853,5438
Foreigner,4130,5428
Måns Zelmerlöw,8718,5427
Clare Maguire,7781,5424
D.R.I.,3780,5421
Doves,4444,5414
Saint Etienne,627,5410
James Brown,578,5404
Brown Eyed Girls,2097,5403
Armor for Sleep,6191,5402
Emmy Rossum,7243,5400
A Flock of Seagulls,2936,5399
Saliva,3563,5378
Mombojó,422,5377
Blood Red Shoes,3797,5374
At the Drive-In,977,5374
Municipal Waste,1528,5373
The Spill Canvas,4223,5368
Van der Graaf Generator,5297,5357
Psychic TV,2486,5357
Harry Gregson-Williams,6397,5349
Sugar Kane,7328,5348
Cat Stevens,4620,5342
Blacklisted,11859,5342
The John Butler Trio,6678,5340
Lords of Acid,3562,5339
Billy Ray Cyrus,1696,5329
KSU,8286,5322
Voxtrot,9485,5313
The Perishers,6231,5310
Frontside,11852,5308
Display,4831,5304
Xiu Xiu,2402,5297
Oingo Boingo,1889,5289
XXX Maniak,18206,5279
Annihilator,1344,5277
Kitaro,8802,5266
Clap Your Hands Say Yeah,236,5264
Rock Rocket,8713,5264
The Wreckers,10677,5261
Au Revoir Simone,8676,5259
Fugazi,3364,5255
Plastiscines,3399,5254
Krystal Meyers,4773,5247
Set Your Goals,2723,5244
嵐,399,5229
Mini k Bros,4628,5227
Kaizers Orchestra,1093,5226
Klaus Nomi,6241,5225
Sezen Aksu,2298,5221
Stereolab,2289,5221
Raven-Symoné,5036,5216
The Clientele,6205,5213
Immortal,1276,5211
Groove Coverage,1021,5211
Weird Al Yankovic,1686,5210
Neilos,4629,5208
We Are the Fallen,3124,5206
The Hillbilly Moon Explosion,14071,5205
La Oreja de Van Gogh,4817,5204
M. Ward,219,5203
Her Bright Skies,14444,5188
Tom Petty and the Heartbreakers,4369,5187
JLS,2939,5176
Soulfly,3719,5176
Sunshine,5928,5174
Włochaty,3648,5172
My Life with the Thrill Kill Kult,3285,5171
Bobby Valentino,8072,5161
Последние Танки В Париже,13854,5151
The Lonely Island,3712,5140
From Autumn to Ashes,4103,5136
Carbona,4834,5130
Wham!,1076,5128
Cash Cash,5950,5122
Estopa,6505,5120
The Bird and The Bee,3206,5120
HORSE the band,770,5119
Haftbefehl,5674,5109
Kasia Kowalska,5487,5108
Running Wild,1353,5100
Teenage Fanclub,9823,5099
Fischerspooner,4732,5097
Status Quo,4125,5094
Nikka Costa,10016,5090
Tiny Vipers,13041,5089
Midnight Juggernauts,4022,5089
梶浦由記,4437,5087
Jóhann Jóhannsson,1727,5085
Françoise Hardy,10969,5083
Бригадный Подряд,2736,5081
Moonspell,6,5080
Laibach,27,5076
Napalm Death,1533,5075
Crass,3442,5065
Yanni,963,5062
Otis Redding,569,5053
Straylight Run,6293,5052
Yeasayer,1954,5051
Forgotten Boys,4459,5045
Theatres des Vampires,3542,5045
Auf der Maur,5153,5043
Rory Gallagher,2871,5035
K.I.Z.,3034,5034
Nando Reis,4818,5030
Marsha Ambrosius,6378,5026
Esmée Denters,699,5024
Axel Fernando,8370,5022
Destruction,1522,5019
Die Fantastischen Vier,9888,5017
Heaven Shall Burn,1861,5016
Püdelsi,8284,5015
Juan Luis Guerra,10717,5005
Ian Brown,4311,5001
Vibrasphere,5358,4997
The Acacia Strain,4497,4988
Joe Brooks,5464,4987
Mägo de Oz,6282,4979
Secondhand Serenade,1189,4964
Esthero,5186,4962
Elisa,5615,4958
Sondre Lerche,6297,4957
Ryan Tedder,11718,4952
Dethklok,2381,4947
Savatage,919,4940
Jawbreaker,4188,4938
As Blood Runs Black,1551,4934
Joan Jett and the Blackhearts,2788,4932
Dolores O'Riordan,178,4931
The Music,10535,4928
Lauryn Hill,5789,4923
Jessie James,2392,4919
Billy Idol,1079,4919
Falling Up,11796,4913
Insane Clown Posse,2474,4912
Watchout! There's Ghosts,11294,4910
Thirteen Senses,1385,4904
McAlmont & Butler,11232,4900
Мумий Тролль,6245,4893
Lordi,2664,4890
Trash Talk,9796,4889
Kellie Pickler,5266,4883
The Whitest Boy Alive,3026,4879
Data 80,17796,4871
Modern Talking,3966,4865
Marié Digby,4488,4863
Volbeat,5666,4863
Pete Yorn & Scarlett Johansson,3322,4857
GZA/Genius,1640,4848
Dead or Alive,1885,4844
Kettel,2671,4841
Train,5099,4829
Ben Folds Five,2639,4821
The Go-Go's,5255,4811
Broadcast,12002,4808
Andrea Bocelli,2047,4808
Dance of Days,3740,4802
The Band Perry,2982,4800
PENICILLIN,17653,4799
Black Light Burns,1706,4795
Emancipator,4108,4793
John Foxx,1897,4781
Thriving Ivory,9082,4779
BarlowGirl,3127,4759
Hardcore Superstar,2363,4758
Steely Dan,3777,4756
Louis Armstrong,3019,4755
Wisin & Yandel,1443,4739
Madness,2029,4739
Sam Sparro,4706,4739
Eva Simons,1441,4739
Will Smith,3667,4738
Utada,3490,4736
Benny Benassi,4024,4733
Savoy,6733,4729
Слот,4502,4729
Cinderella,4460,4726
Friendly Fires,3730,4722
MBLAQ,2803,4719
Solar Fields,782,4714
Boys Noize,4029,4708
Paul McCartney & Wings,3071,4700
Adept,4774,4698
동방신기,1918,4689
Death from Above 1979,2271,4686
AZ,6887,4681
New Kids on the Block,3576,4678
Curve,1085,4677
Cazuza,3741,4676
The Tiger Lillies,194,4670
Iron Jesus,13947,4669
Fantasia,10989,4669
松尾清憲,17797,4661
Blue October,1380,4655
Leaves' Eyes,4136,4649
Rachael Yamagata,8592,4646
Lush,1213,4646
Khoiba,15370,4640
Chris Cornell,1985,4635
Minor Threat,8945,4635
Alexandra Stan,10429,4635
Fabolous,6631,4631
The Format,11550,4627
Before the Dawn,10956,4625
Taproot,8350,4624
Van Morrison,2893,4616
Provision,1084,4614
Soulwax,1738,4613
The Future Sound of London,2681,4611
Henning Pauly,8285,4611
The Sandwitches,13042,4607
Juanes,2440,4606
Travie McCoy,9684,4606
Eisregen,17630,4603
Sleeping With Sirens,7831,4603
G-Dragon,409,4596
Shpongle,1226,4589
Eros Ramazzotti,3307,4585
Current 93,2471,4581
Kristinia DeBarge,1450,4578
Kyo,2428,4567
The Faint,40,4561
Grand Funk Railroad,5172,4557
Donots,14801,4546
Chicago,5452,4543
Cursive,3714,4539
Porcelain and the Tramps,2432,4530
Richard Hawley,11229,4521
Lagwagon,4820,4518
The Gathering,3901,4518
The Books,6910,4517
Kataklysm,6289,4511
Smile Empty Soul,4428,4507
Jason Aldean,3584,4504
MxPx,4375,4504
Gogol Bordello,200,4501
Toad the Wet Sprocket,3613,4500
Jon Foreman,1725,4496
빅뱅,12585,4493
twin cities,4440,4492
Ahmet Kaya,2312,4486
Delays,6203,4478
Chase & Status,5071,4473
Angelspit,6542,4471
Rod Stewart,2861,4468
Nautilus Pompilius,1796,4466
E.S. Posthumus,6052,4465
Gentle Giant,4790,4462
Marianas Trench,4436,4447
Box Car Racer,6196,4446
Portugal. The Man,3705,4444
Anna Tatangelo,18575,4444
Tenhi,1111,4444
Armand van Helden,1399,4443
Nekromantix,3455,4442
Guided by Voices,6824,4436
Czesław Śpiewa,1980,4435
See You Next Tuesday,1568,4433
Héroes del Silencio,1816,4433
DJ Krush,3132,4432
Pink Puffers,4630,4431
Mukeka Di Rato,5639,4426
Grabaż i Strachy Na Lachy,9932,4425
Finger Eleven,10069,4420
After One,18125,4415
Buckcherry,2350,4415
Hot Hot Heat,5439,4414
Nightingale,4693,4412
Threshold,7707,4410
Little Big Town,2443,4408
Papoose,6885,4406
Empyrium,1143,4401
Cephalic Carnage,13846,4400
Axiz,18558,4393
Parov Stelar,2711,4390
The Avett Brothers,8109,4389
The Maccabees,2591,4386
Michelle Williams,1937,4384
Elissa,4983,4383
Boney neM,2737,4383
Cody Simpson,4811,4379
LaFee,502,4378
Sleeping States,13043,4375
The Donnas,989,4372
Carcass,1264,4371
The Veils,6202,4369
Lesley Roy,10640,4365
Proem,772,4362
Chew Lips,895,4349
Evergreen Terrace,3027,4345
David Sylvian,5833,4338
Le Tigre,5027,4323
Sonohra,2657,4316
Dana International,6697,4315
Jeremih,482,4315
Alesha Dixon,1051,4314
Disciple,1867,4310
Tech N9ne,6288,4305
Les Rythmes Digitales,17798,4303
Them Crooked Vultures,1240,4302
Propaganda,6742,4301
Jacek Kaczmarski,9927,4294
The Exies,3094,4292
Rudimentary Peni,3434,4291
Luke Bryan,3583,4291
Antimatter,3405,4287
Marvin Gaye,576,4286
HEVO84,2987,4284
Lenny Kravitz,2783,4282
Elmore James,581,4275
Elio e le Storie Tese,1726,4271
Insomnium,2966,4270
Can,879,4269
Rob Dougan,5074,4265
Grandaddy,6182,4264
Jo Dee Messina,2448,4260
Richard Ashcroft,3676,4257
Tweet,6385,4249
3 Inches of Blood,6287,4241
The Jackson 5,3313,4239
The Cult,1703,4237
Kate Ryan,6429,4237
Willie Nelson,4543,4234
Amber Pacific,5313,4234
André Valadão,5427,4232
Tuatha De Danann,2844,4230
Example,5536,4229
George Carlin,6098,4225
Helena Paparizou,637,4223
Édith Piaf,3310,4221
f(x),2799,4221
VV Brown,901,4212
Verse,5632,4212
Accept,5157,4210
Blank & Jones,3863,4209
Eliza Doolittle,5754,4203
Julio Iglesias,3301,4202
TRUSTcompany,11018,4202
Moloko,8068,4201
Mýa,3314,4197
Flunk,3164,4195
Matt Bianco,60,4194
The Black Mages,7900,4191
Jay Reatard,5782,4189
A.C.T,13935,4187
Mr. Oizo,4027,4184
The Fall,3299,4180
Job for a Cowboy,1555,4177
Paul Simon,2630,4173
Caribou,3686,4173
Don Omar,13292,4172
The Crystal Method,777,4170
The Films,7822,4166
Amethystium,1800,4154
Young Jeezy,9902,4145
島みやえい子,9087,4144
Finley,2656,4143
Oficina G3,8728,4141
Bethany Joy Lenz,9079,4134
Rooney,1502,4133
Peter Bjorn and John,5925,4133
The Starting Line,4837,4131
Sixpence None the Richer,967,4129
Moenia,11084,4119
Sparklehorse,216,4116
5'nizza,1789,4114
Eldo,5041,4113
...And You Will Know Us by the Trail of Dead,5423,4110
Otep,3239,4108
Nick Carter,469,4103
Simply Red,95,4099
Screaming Trees,9344,4099
Xavier Naidoo,7874,4095
Кровосток,2699,4091
The Dear Hunter,6765,4089
Carbon Based Lifeforms,747,4088
Scracho,6121,4084
Gavin Rossdale,9262,4078
The Sight Below,12019,4078
Gay Fairy Tales,16760,4077
Sentenced,3416,4077
Sunrise Avenue,2526,4072
Jay Dee,10392,4071
Pure Reason Revolution,3420,4069
Sakura,2820,4069
Grendel,10,4067
Olivia,4980,4061
The Weakerthans,2628,4058
Ryan Adams & The Cardinals,4442,4057
Acústicos & Valvulados,2663,4056
鬼束ちひろ,2111,4056
Gamma Ray,1342,4055
This Beautiful Republic,495,4053
Jérémy Amelin,11574,4052
Elle Milano,3692,4048
808 State,1827,4039
Metronomy,1986,4033
Myslovitz,1055,4032
Social Distortion,720,4031
